model,style,REFERENCE,authors,title,journal_name,journal_volume,journal_issue,journal_page,elocator,publication_date,doi,pmcid,pmid
deepseek-v4-flash,harvard,True,True,True,True,True,True,True,,True,True,True,True
gemini-3-flash-preview,vancouver,True,True,True,True,True,True,True,,True,True,True,True
mimo-v2.5,apa,True,True,True,True,True,True,True,,True,True,True,True
minimax-m3,apa,True,True,True,True,True,True,True,,True,True,True,True
nemotron-3-super-120b-a12b,harvard,True,True,True,True,True,True,True,,True,True,True,True
